series_name,date,value
T2,1985-11-01,88946.34
T2,1985-12-01,79351.46
T2,1986-01-01,93303.12
T2,1986-02-01,83155.08
T2,1986-03-01,84729.4
T2,1986-04-01,118132.7
T2,1986-05-01,109726.9
T2,1986-06-01,136382.3
T2,1986-07-01,184945.2
T2,1986-08-01,183298.1
T2,1986-09-01,182025.2
T2,1986-10-01,154070.1
T2,1986-11-01,107512.6
T2,1986-12-01,95252.91
T2,1987-01-01,100485.8
T2,1987-02-01,85406.55
T2,1987-03-01,99865.2
T2,1987-04-01,104420.0
T2,1987-05-01,131736.8
T2,1987-06-01,151818.7
T2,1987-07-01,204872.0
T2,1987-08-01,200877.9
T2,1987-09-01,172959.4
T2,1987-10-01,143267.2
T2,1987-11-01,100896.7
T2,1987-12-01,91154.37
T2,1988-01-01,100889.3
T2,1988-02-01,105025.5
T2,1988-03-01,103881.0
T2,1988-04-01,117237.1
T2,1988-05-01,125309.9
T2,1988-06-01,145201.7
T2,1988-07-01,175963.3
T2,1988-08-01,220512.4
T2,1988-09-01,179558.0
T2,1988-10-01,145964.9
T2,1988-11-01,109480.0
T2,1988-12-01,88714.75
T2,1989-01-01,104875.7
T2,1989-02-01,92488.0
T2,1989-03-01,103057.3
T2,1989-04-01,105123.7
T2,1989-05-01,130371.3
T2,1989-06-01,139400.0
T2,1989-07-01,162441.1
T2,1989-08-01,198709.2
T2,1989-09-01,154935.7
T2,1989-10-01,151893.3
T2,1989-11-01,76786.91
T2,1989-12-01,79548.9
T2,1990-01-01,109728.2
T2,1990-02-01,88898.58
T2,1990-03-01,82404.9
T2,1990-04-01,101708.7
T2,1990-05-01,112285.4
T2,1990-06-01,106262.4
T2,1990-07-01,155264.0
T2,1990-08-01,170488.7
T2,1990-09-01,132573.7
T2,1990-10-01,132368.2
T2,1990-11-01,102293.9
T2,1990-12-01,77060.46
T2,1991-01-01,105801.7
T2,1991-02-01,70909.86
T2,1991-03-01,71229.47
T2,1991-04-01,99842.44
T2,1991-05-01,106268.9
T2,1991-06-01,102494.4
T2,1991-07-01,163841.8
T2,1991-08-01,177779.3
T2,1991-09-01,146222.3
T2,1991-10-01,143864.2
T2,1991-11-01,95231.29
T2,1991-12-01,87472.69
T2,1992-01-01,98428.95
T2,1992-02-01,80790.9
T2,1992-03-01,90682.21
T2,1992-04-01,97428.01
T2,1992-05-01,115606.6
T2,1992-06-01,130511.8
T2,1992-07-01,175490.2
T2,1992-08-01,176215.2
T2,1992-09-01,160025.7
T2,1992-10-01,150995.5
T2,1992-11-01,112002.6
T2,1992-12-01,85668.59
T2,1993-01-01,107283.1
T2,1993-02-01,86953.77
T2,1993-03-01,95141.96
T2,1993-04-01,104902.6
T2,1993-05-01,117794.5
T2,1993-06-01,139187.5
T2,1993-07-01,183571.9
T2,1993-08-01,185953.0
T2,1993-09-01,171384.6
T2,1993-10-01,169834.5
T2,1993-11-01,125275.4
T2,1993-12-01,90986.6
T2,1994-01-01,100422.4502
T2,1994-02-01,94333.93611
T2,1994-03-01,109861.6957
T2,1994-04-01,116636.7445
T2,1994-05-01,139426.5233
T2,1994-06-01,161014.9254
T2,1994-07-01,199405.116
T3,1985-01-01,37047.0
T3,1985-02-01,32836.0
T3,1985-03-01,51094.0
T3,1985-04-01,52629.0
T3,1985-05-01,56884.0
T3,1985-06-01,52955.0
T3,1985-07-01,56012.0
T3,1985-08-01,50462.0
T3,1985-09-01,53323.0
T3,1985-10-01,82429.0
T3,1985-11-01,63110.0
T3,1985-12-01,49387.0
T3,1986-01-01,44441.0
T3,1986-02-01,35413.0
T3,1986-03-01,51999.0
T3,1986-04-01,54271.0
T3,1986-05-01,60262.0
T3,1986-06-01,59452.0
T3,1986-07-01,64171.0
T3,1986-08-01,54254.0
T3,1986-09-01,58940.0
T3,1986-10-01,89918.0
T3,1986-11-01,72555.0
T3,1986-12-01,58752.0
T3,1987-01-01,47856.0
T3,1987-02-01,44790.0
T3,1987-03-01,57907.0
T3,1987-04-01,62875.0
T3,1987-05-01,70300.0
T3,1987-06-01,69748.0
T3,1987-07-01,77525.0
T3,1987-08-01,63080.0
T3,1987-09-01,64232.0
T3,1987-10-01,98220.0
T3,1987-11-01,75148.0
T3,1987-12-01,61660.0
T3,1988-01-01,50647.0
T3,1988-02-01,39450.0
T3,1988-03-01,61803.0
T3,1988-04-01,64106.0
T3,1988-05-01,61257.0
T3,1988-06-01,64184.0
T3,1988-07-01,68209.0
T3,1988-08-01,56163.0
T3,1988-09-01,58800.0
T3,1988-10-01,93882.0
T3,1988-11-01,70703.0
T3,1988-12-01,60040.0
T3,1989-01-01,53849.0
T3,1989-02-01,41919.0
T3,1989-03-01,59563.0
T3,1989-04-01,63059.0
T3,1989-05-01,61974.0
T3,1989-06-01,49665.0
T3,1989-07-01,43538.0
T3,1989-08-01,38435.0
T3,1989-09-01,43107.0
T3,1989-10-01,62321.0
T3,1989-11-01,56141.0
T3,1989-12-01,50829.0
T3,1990-01-01,42544.0
T3,1990-02-01,42302.0
T3,1990-03-01,51261.0
T3,1990-04-01,51280.0
T3,1990-05-01,49238.0
T3,1990-06-01,49710.0
T3,1990-07-01,55225.0
T3,1990-08-01,46573.0
T3,1990-09-01,47691.0
T3,1990-10-01,67606.0
T3,1990-11-01,57955.0
T3,1990-12-01,50877.0
T3,1991-01-01,43495.0
T3,1991-02-01,30509.0
T3,1991-03-01,45439.0
T3,1991-04-01,50492.0
T3,1991-05-01,49561.0
T3,1991-06-01,53391.0
T3,1991-07-01,55188.0
T3,1991-08-01,48622.0
T3,1991-09-01,52964.0
T3,1991-10-01,71236.0
T3,1991-11-01,62555.0
T3,1991-12-01,56233.0
T3,1992-01-01,51071.0
T3,1992-02-01,40195.0
T3,1992-03-01,56263.0
T3,1992-04-01,58795.0
T3,1992-05-01,59050.0
T3,1992-06-01,59092.0
T3,1992-07-01,61821.0
T3,1992-08-01,49444.0
T3,1992-09-01,54483.0
T3,1992-10-01,78968.0
T3,1992-11-01,65684.0
T3,1992-12-01,59424.0
T3,1993-01-01,48734.0
T3,1993-02-01,51548.0
T3,1993-03-01,65090.0
T3,1993-04-01,64375.0
T3,1993-05-01,66516.0
T3,1993-06-01,61060.0
T3,1993-07-01,66226.0
T3,1993-08-01,54776.0
T3,1993-09-01,60665.0
T3,1993-10-01,84066.0
T3,1993-11-01,70214.0
T3,1993-12-01,62396.0
T3,1994-01-01,63438.0
T3,1994-02-01,46261.0
T3,1994-03-01,72942.0
T3,1994-04-01,69784.0
T3,1994-05-01,65471.0
T3,1994-06-01,65964.0
T3,1994-07-01,63810.0
T3,1994-08-01,55093.0
T3,1994-09-01,59064.0
T3,1994-10-01,83154.0
T3,1994-11-01,67528.0
T3,1994-12-01,63530.0
T3,1995-01-01,56393.0
T3,1995-02-01,49912.0
T3,1995-03-01,70010.0
T3,1995-04-01,66038.0
T3,1995-05-01,62639.0
T3,1995-06-01,62413.0
T3,1995-07-01,61698.0
T3,1995-08-01,54603.0
T3,1995-09-01,59248.0
T3,1995-10-01,78967.0
T3,1995-11-01,66298.0
T3,1995-12-01,60692.0
T3,1996-01-01,71999.0
T3,1996-02-01,57392.0
T3,1996-03-01,78414.0
T3,1996-04-01,72222.0
T3,1996-05-01,66030.0
T3,1996-06-01,65179.0
T3,1996-07-01,69204.0
T3,1996-08-01,59921.0
T3,1996-09-01,62987.0
T3,1996-10-01,89547.0
T3,1996-11-01,75328.0
T3,1996-12-01,64502.0
T3,1997-01-01,82246.0
T3,1997-02-01,62445.0
T3,1997-03-01,89234.0
T3,1997-04-01,88004.0
T3,1997-05-01,77768.0
T3,1997-06-01,72134.0
T3,1997-07-01,58023.0
T3,1997-08-01,55868.0
T3,1997-09-01,59086.0
T3,1997-10-01,83562.0
T3,1997-11-01,70929.0
T3,1997-12-01,61918.0
T3,1998-01-01,60700.0
T3,1998-02-01,57556.0
T3,1998-03-01,69259.0
T3,1998-04-01,76468.0
T3,1998-05-01,71353.0
T3,1998-06-01,67198.0
T3,1998-07-01,67310.0
T3,1998-08-01,59948.0
T3,1998-09-01,57766.0
T3,1998-10-01,89328.0
T3,1998-11-01,80095.0
T3,1998-12-01,71345.0
T3,1999-01-01,65272.0
T3,1999-02-01,50325.0
T3,1999-03-01,80869.0
T3,1999-04-01,77311.0
T3,1999-05-01,67898.0
T3,1999-06-01,69994.0
T3,1999-07-01,72211.0
T3,1999-08-01,64821.0
T3,1999-09-01,62960.0
T3,1999-10-01,96831.0
T3,1999-11-01,84010.0
T3,1999-12-01,66423.0
T3,2000-01-01,66513.0
T3,2000-02-01,58611.0
T3,2000-03-01,84251.0
T3,2000-04-01,86790.0
T3,2000-05-01,78407.0
T3,2000-06-01,85116.0
T3,2000-07-01,83509.0
T3,2000-08-01,72482.0
T3,2000-09-01,71027.0
T3,2000-10-01,102227.0
T3,2000-11-01,93525.0
T3,2000-12-01,83550.0
T3,2001-01-01,67809.0
T3,2001-02-01,68639.0
T3,2001-03-01,91386.0
T3,2001-04-01,92745.0
T3,2001-05-01,82683.0
T3,2001-06-01,87511.0
T3,2001-07-01,85417.0
T3,2001-08-01,77333.0
T3,2001-09-01,58667.0
T3,2001-10-01,73983.0
T3,2001-11-01,75409.0
T3,2001-12-01,74135.0
T3,2002-01-01,76294.0
T3,2002-02-01,58438.0
T3,2002-03-01,93484.0
T3,2002-04-01,92560.0
T3,2002-05-01,81826.0
T3,2002-06-01,85601.0
T3,2002-07-01,84516.0
T3,2002-08-01,75714.0
T3,2002-09-01,72027.0
T3,2002-10-01,104180.0
T3,2002-11-01,95803.0
T3,2002-12-01,80401.0
T3,2003-01-01,80860.0
T3,2003-02-01,61444.0
T3,2003-03-01,70274.0
T3,2003-04-01,13276.0
T3,2003-05-01,8766.0
T3,2003-06-01,20262.0
T3,2003-07-01,49302.0
T3,2003-08-01,67804.0
T3,2003-09-01,71877.0
T3,2003-10-01,88143.0
T3,2003-11-01,81385.0
T3,2003-12-01,70398.0
T3,2004-01-01,63632.0
T3,2004-02-01,69411.0
T3,2004-03-01,86238.0
T3,2004-04-01,89248.0
T3,2004-05-01,80577.0
T3,2004-06-01,93187.0
T3,2004-07-01,96569.0
T3,2004-08-01,83880.0
T3,2004-09-01,83259.0
T3,2004-10-01,114520.0
T3,2004-11-01,102524.0
T3,2004-12-01,88651.0
T3,2005-01-01,89162.0
T3,2005-02-01,66728.0
T3,2005-03-01,104864.0
T3,2005-04-01,102253.0
T3,2005-05-01,91564.0
T3,2005-06-01,99782.0
T3,2005-07-01,100335.0
T3,2005-08-01,87455.0
T3,2005-09-01,87126.0
T3,2005-10-01,113382.0
T3,2005-11-01,109339.0
T3,2005-12-01,91099.0
T3,2006-01-01,84685.0
T3,2006-02-01,72779.0
T3,2006-03-01,106548.0
T3,2006-04-01,105057.0
T3,2006-05-01,92703.0
T3,2006-06-01,102484.0
T3,2006-07-01,101753.0
T3,2006-08-01,86872.0
T3,2006-09-01,87775.0
T3,2006-10-01,116104.0
T3,2006-11-01,108333.0
T3,2006-12-01,93932.0
T4,1985-01-01,7611.0
T4,1985-02-01,6859.0
T4,1985-03-01,9247.0
T4,1985-04-01,10924.0
T4,1985-05-01,9064.0
T4,1985-06-01,7417.0
T4,1985-07-01,10467.0
T4,1985-08-01,7921.0
T4,1985-09-01,8235.0
T4,1985-10-01,12978.0
T4,1985-11-01,11397.0
T4,1985-12-01,11425.0
T4,1986-01-01,9340.0
T4,1986-02-01,8487.0
T4,1986-03-01,11359.0
T4,1986-04-01,10291.0
T4,1986-05-01,9239.0
T4,1986-06-01,8106.0
T4,1986-07-01,10171.0
T4,1986-08-01,8871.0
T4,1986-09-01,8987.0
T4,1986-10-01,15119.0
T4,1986-11-01,14205.0
T4,1986-12-01,13561.0
T4,1987-01-01,12391.0
T4,1987-02-01,11800.0
T4,1987-03-01,13638.0
T4,1987-04-01,11471.0
T4,1987-05-01,12288.0
T4,1987-06-01,10817.0
T4,1987-07-01,13015.0
T4,1987-08-01,10553.0
T4,1987-09-01,10932.0
T4,1987-10-01,17869.0
T4,1987-11-01,16805.0
T4,1987-12-01,14822.0
T4,1988-01-01,14140.0
T4,1988-02-01,12626.0
T4,1988-03-01,16191.0
T4,1988-04-01,14237.0
T4,1988-05-01,12823.0
T4,1988-06-01,10632.0
T4,1988-07-01,12924.0
T4,1988-08-01,10015.0
T4,1988-09-01,10849.0
T4,1988-10-01,18510.0
T4,1988-11-01,17769.0
T4,1988-12-01,15308.0
T4,1989-01-01,14783.0
T4,1989-02-01,11863.0
T4,1989-03-01,17376.0
T4,1989-04-01,13007.0
T4,1989-05-01,12380.0
T4,1989-06-01,9094.0
T4,1989-07-01,10214.0
T4,1989-08-01,7818.0
T4,1989-09-01,8683.0
T4,1989-10-01,14401.0
T4,1989-11-01,15375.0
T4,1989-12-01,15515.0
T4,1990-01-01,12764.0
T4,1990-02-01,12913.0
T4,1990-03-01,15718.0
T4,1990-04-01,12470.0
T4,1990-05-01,12089.0
T4,1990-06-01,10177.0
T4,1990-07-01,11939.0
T4,1990-08-01,9677.0
T4,1990-09-01,9288.0
T4,1990-10-01,15847.0
T4,1990-11-01,15766.0
T4,1990-12-01,17047.0
T4,1991-01-01,13725.0
T4,1991-02-01,10226.0
T4,1991-03-01,13492.0
T4,1991-04-01,12196.0
T4,1991-05-01,12027.0
T4,1991-06-01,11208.0
T4,1991-07-01,13302.0
T4,1991-08-01,10554.0
T4,1991-09-01,10411.0
T4,1991-10-01,17860.0
T4,1991-11-01,17660.0
T4,1991-12-01,19123.0
T4,1992-01-01,16667.0
T4,1992-02-01,13534.0
T4,1992-03-01,16584.0
T4,1992-04-01,14493.0
T4,1992-05-01,13732.0
T4,1992-06-01,11641.0
T4,1992-07-01,14468.0
T4,1992-08-01,11760.0
T4,1992-09-01,11576.0
T4,1992-10-01,18495.0
T4,1992-11-01,18417.0
T4,1992-12-01,18864.0
T4,1993-01-01,15338.0
T4,1993-02-01,15066.0
T4,1993-03-01,16743.0
T4,1993-04-01,15040.0
T4,1993-05-01,14920.0
T4,1993-06-01,12256.0
T4,1993-07-01,16268.0
T4,1993-08-01,13082.0
T4,1993-09-01,12236.0
T4,1993-10-01,20325.0
T4,1993-11-01,19836.0
T4,1993-12-01,18322.0
T4,1994-01-01,17151.0
T4,1994-02-01,13018.0
T4,1994-03-01,18585.0
T4,1994-04-01,16094.0
T4,1994-05-01,15018.0
T4,1994-06-01,12455.0
T4,1994-07-01,15644.0
T4,1994-08-01,12648.0
T4,1994-09-01,11248.0
T4,1994-10-01,17809.0
T4,1994-11-01,18251.0
T4,1994-12-01,17369.0
T4,1995-01-01,14968.0
T4,1995-02-01,12571.0
T4,1995-03-01,16676.0
T4,1995-04-01,14378.0
T4,1995-05-01,13986.0
T4,1995-06-01,12351.0
T4,1995-07-01,15576.0
T4,1995-08-01,12986.0
T4,1995-09-01,10762.0
T4,1995-10-01,16629.0
T4,1995-11-01,16383.0
T4,1995-12-01,17390.0
T4,1996-01-01,19643.0
T4,1996-02-01,14097.0
T4,1996-03-01,21439.0
T4,1996-04-01,16345.0
T4,1996-05-01,15189.0
T4,1996-06-01,12956.0
T4,1996-07-01,16947.0
T4,1996-08-01,13236.0
T4,1996-09-01,10964.0
T4,1996-10-01,16477.0
T4,1996-11-01,15731.0
T4,1996-12-01,12904.0
T4,1997-01-01,14661.0
T4,1997-02-01,13794.0
T4,1997-03-01,20844.0
T4,1997-04-01,17134.0
T4,1997-05-01,16427.0
T4,1997-06-01,14506.0
T4,1997-07-01,13356.0
T4,1997-08-01,13690.0
T4,1997-09-01,12171.0
T4,1997-10-01,18605.0
T4,1997-11-01,18411.0
T4,1997-12-01,18747.0
T4,1998-01-01,16132.0
T4,1998-02-01,14573.0
T4,1998-03-01,19116.0
T4,1998-04-01,17322.0
T4,1998-05-01,16402.0
T4,1998-06-01,13640.0
T4,1998-07-01,16710.0
T4,1998-08-01,15751.0
T4,1998-09-01,12804.0
T4,1998-10-01,20712.0
T4,1998-11-01,23253.0
T4,1998-12-01,21986.0
T4,1999-01-01,17988.0
T4,1999-02-01,14599.0
T4,1999-03-01,22193.0
T4,1999-04-01,19324.0
T4,1999-05-01,17435.0
T4,1999-06-01,14650.0
T4,1999-07-01,18571.0
T4,1999-08-01,17641.0
T4,1999-09-01,13983.0
T4,1999-10-01,24130.0
T4,1999-11-01,25334.0
T4,1999-12-01,20337.0
T4,2000-01-01,18946.0
T4,2000-02-01,17229.0
T4,2000-03-01,23880.0
T4,2000-04-01,21507.0
T4,2000-05-01,20808.0
T4,2000-06-01,16336.0
T4,2000-07-01,20887.0
T4,2000-08-01,20106.0
T4,2000-09-01,16468.0
T4,2000-10-01,25025.0
T4,2000-11-01,27221.0
T4,2000-12-01,24682.0
T4,2001-01-01,20114.0
T4,2001-02-01,21251.0
T4,2001-03-01,26398.0
T4,2001-04-01,21951.0
T4,2001-05-01,20521.0
T4,2001-06-01,16630.0
T4,2001-07-01,20347.0
T4,2001-08-01,18710.0
T4,2001-09-01,14964.0
T4,2001-10-01,21900.0
T4,2001-11-01,23807.0
T4,2001-12-01,23114.0
T4,2002-01-01,21864.0
T4,2002-02-01,17663.0
T4,2002-03-01,25826.0
T4,2002-04-01,24541.0
T4,2002-05-01,21020.0
T4,2002-06-01,17764.0
T4,2002-07-01,20651.0
T4,2002-08-01,19040.0
T4,2002-09-01,17065.0
T4,2002-10-01,26673.0
T4,2002-11-01,28147.0
T4,2002-12-01,24713.0
T4,2003-01-01,22613.0
T4,2003-02-01,18756.0
T4,2003-03-01,21823.0
T4,2003-04-01,5351.0
T4,2003-05-01,3958.0
T4,2003-06-01,6945.0
T4,2003-07-01,13251.0
T4,2003-08-01,15081.0
T4,2003-09-01,15052.0
T4,2003-10-01,20622.0
T4,2003-11-01,20671.0
T4,2003-12-01,22686.0
T4,2004-01-01,18483.0
T4,2004-02-01,17834.0
T4,2004-03-01,22495.0
T4,2004-04-01,21858.0
T4,2004-05-01,21350.0
T4,2004-06-01,20408.0
T4,2004-07-01,22860.0
T4,2004-08-01,22023.0
T4,2004-09-01,18363.0
T4,2004-10-01,29069.0
T4,2004-11-01,30067.0
T4,2004-12-01,29115.0
T4,2005-01-01,25621.0
T4,2005-02-01,19333.0
T4,2005-03-01,29124.0
T4,2005-04-01,26206.0
T4,2005-05-01,24662.0
T4,2005-06-01,20063.0
T4,2005-07-01,24784.0
T4,2005-08-01,23189.0
T4,2005-09-01,20031.0
T4,2005-10-01,31092.0
T4,2005-11-01,33325.0
T4,2005-12-01,31412.0
T4,2006-01-01,26049.0
T4,2006-02-01,22309.0
T4,2006-03-01,31849.0
T4,2006-04-01,28788.0
T4,2006-05-01,26268.0
T4,2006-06-01,21046.0
T4,2006-07-01,28506.0
T4,2006-08-01,25586.0
T4,2006-09-01,21037.0
T4,2006-10-01,33134.0
T4,2006-11-01,36748.0
T4,2006-12-01,34377.0
T5,1985-01-01,27693.0
T5,1985-02-01,15075.0
T5,1985-03-01,22602.0
T5,1985-04-01,23530.0
T5,1985-05-01,26817.0
T5,1985-06-01,22696.0
T5,1985-07-01,20433.0
T5,1985-08-01,24152.0
T5,1985-09-01,27170.0
T5,1985-10-01,24372.0
T5,1985-11-01,19000.0
T5,1985-12-01,21954.0
T5,1986-01-01,27284.0
T5,1986-02-01,11806.0
T5,1986-03-01,19115.0
T5,1986-04-01,21851.0
T5,1986-05-01,25528.0
T5,1986-06-01,26275.0
T5,1986-07-01,25191.0
T5,1986-08-01,30191.0
T5,1986-09-01,27015.0
